"","3MIN","7.5MIN","15MIN","30MIN","60MIN","110MIN","2.5H","5H","0MIN"
"YKR048C",-0.16970086,-0.014199404,0.17929447,0.52100047,0.024702645,-0.11280074,-0.23090026,-0.25950067,0
"YKR049C",-1.0798012,-1.3107008,-1.4250014,-1.8365992,-2.1735992,-2.3716986,-2.5845009,-2.4706008,0
"YKR050W",-0.1782,-0.11510048,-0.063700151,-0.085199766,-0.098899482,-0.050499431,-0.097400005,-0.16190019,0
"YKR051W",-0.50480015,-0.48700051,-0.43520043,-0.49290056,-0.50049951,-0.17799923,-0.20110009,-0.17200055,0
"YKR052C",1.3059997,0.88490264,0.22339784,0.071803849,-0.5766004,-0.58589911,-0.54070059,-0.44520096,0
"YKR053C",-0.11749937,-0.12859948,-0.12989968,-0.18480005,0.39879909,0.6348999,0.65029584,0.57169622,0
"YKR054C",0.28990527,0.48829905,0.62279919,0.82759956,1.096498,1.1582013,1.135699,1.017302,0
"YKR055W",-1.3866984,-1.1870008,-1.0354993,-1.0294997,-0.83740066,-0.48289971,-0.54200025,-0.46110034,0
"YKR056W",0.44150473,0.23100224,0.27969712,0.26630081,-0.12539973,-0.25330027,-0.2541999,-0.31900059,0
"YKR057W",1.755802,1.5518999,1.8807991,2.2071994,2.0974996,2.0970006,2.0315999,1.962201,0
"YKR058W",-1.6490004,-1.6679005,-1.6590982,-1.6822005,-1.7528989,-1.7777989,-1.6764985,-1.8287009,0
"YKR060W",1.0987025,0.94230055,1.0288025,1.1021004,0.67190022,0.348697,0.5740046,0.40260213,0
"YKR061W",1.4794013,1.079402,0.79910389,0.47169732,-0.20400038,-0.23629949,-0.29480059,-0.16500084,0
"YKR062W",-0.25139966,-0.44419955,-0.27739933,-0.50139986,-1.1521987,-1.3073014,-1.2639996,-1.3152997,0
"YKR063C",0.3849008,0.13330048,0.14439884,0.27170056,0.051399946,-0.035200685,0.069702167,-0.090700001,0
"YKR064W",-0.26049922,-0.4563992,-0.4645004,-0.64639893,-0.44419955,-0.53509967,-0.58600089,-0.45160086,0
"YKR065C",0.008702008,-0.24699971,-0.007900149,0.1607008,0.33219807,0.92219785,0.73100072,0.72649993,0
"YKR066C",0.63970449,0.48400404,0.3282965,-0.24660084,-0.9561012,-1.1839984,-1.0424003,-1.0864001,0
"YKR067W",-0.33679932,-0.60839943,-1.0998995,-1.8388992,-2.2565971,-2.3162982,-2.4017034,-2.2047983,0
"YKR068C",-0.44079994,-0.48339982,-0.29560075,-0.17859999,-0.10190002,-0.080800284,0.10799579,0.06790025,0
"YKR069W",1.1385982,1.6356012,0.91480176,-0.12410044,-0.42300003,-0.57969978,-0.32279939,-0.56330085,0
"YKR070W",0.066206324,0.041200921,0.14020277,0.45650129,0.83640085,1.2925992,1.2555007,1.2648006,0
"YKR071C",0.24390058,0.061596497,0.022900402,-0.19280007,-0.70609986,-1.0121,-0.89740099,-1.0115996,0
"YKR072C",0.037593076,0.1314051,0.013297881,0.50530154,0.5702006,0.42699464,0.38800213,0.30269923,0
"YKR073C",-0.030700288,0.50020038,0.25090095,0.60910248,0.682798,0.40060351,0.31330391,0.34749558,0
"YKR074W",-0.26740083,-0.38970058,-0.15170016,0.32150099,0.079893481,0.15800088,0.21419943,0.15399984,0
"YKR075C",-0.83159929,-1.4707008,-2.0993028,-1.1907008,0.15300109,-0.98930035,-0.40940085,-0.52759957,0
"YKR076W",1.0505017,1.0011969,0.59439567,-0.828601,-1.4658985,-1.9840001,-2.2175981,-1.9306993,0
"YKR077W",0.64210081,0.43689739,0.2250034,1.1736008,1.6185018,1.3300019,1.3199994,1.0527011,0
"YKR078W",-0.57750002,-0.59299974,-0.52700075,-0.59370062,-0.69110097,-0.60540025,-0.55150073,-0.50310003,0
"YKR079C",1.5650999,1.8439999,1.7260988,1.7756996,1.1303972,0.90140177,0.90549724,0.82680268,0
"YKR080W",0.26440432,0.29370007,0.15709547,-0.10040052,0.38039699,0.67370114,1.0659996,0.76729885,0
"YKR081C",0.60480198,0.71249894,0.74040089,1.0117032,0.45950506,0.23669466,0.29609908,0.30959531,0
"YKR082W",1.1389979,1.2585008,1.2131979,1.4102977,1.2226995,1.3291006,1.2649027,1.2929996,0
"YKR083C",-0.29580086,-0.32030057,-0.20589943,0.082293836,0.70450018,0.5617025,0.66359966,0.6072001,0
"YKR084C",0.26239707,0.24109577,0.48910102,0.89600053,0.95360049,1.2010002,1.2232001,1.0756011,0
"YKR085C",0.18750173,0.28710581,-0.12309924,-0.047299655,-0.080299909,0.016396476,-0.14430047,0.004206531,0
"YKR086W",0.42350287,0.17019428,0.076805338,0.054001014,0.086199506,-0.18350023,-0.085599272,-0.18090083,0
"YKR087C",-0.29460062,-0.083500425,-0.089500644,0.089403234,-0.28659979,-0.06379967,-0.1061998,-0.066300471,0
"YKR088C",-0.72879905,-0.67909947,-0.53499932,-0.46360089,-0.20809927,0.14750208,0.1521964,0.33350388,0
"YKR089C",-0.32050053,-0.13400044,-0.30369987,-0.80510103,-1.1196013,-1.1394996,-1.2977999,-0.99680077,0
"YKR090W",0.195398,0.32360065,0.31439491,0.3879029,0.87219837,0.79099718,0.82869657,0.69140016,0
"YKR091W",-0.42869987,-0.28180016,-0.20159938,0.10319547,-0.25139966,0.29450018,0.042097971,0.34009506,0
"YKR092C",1.4094996,1.5024019,1.4631987,1.7005995,1.3269975,1.0547999,0.92839686,0.91209797,0
"YKR093W",0.92400104,1.1688025,0.78709808,-0.012299317,-1.119501,-1.3320988,-1.3331998,-1.3744003,0
"YKR094C",0.57440189,1.1201993,1.2734025,1.939599,1.7513009,1.9605006,2.1140005,2.0138017,0
"YKR095W",-0.10939922,-0.038800468,-0.060800508,0.069000925,0.55080218,0.72609879,0.77590179,0.70230292,0
"YKR096W",-0.3755996,-0.25349976,-0.42499948,-0.72860062,-0.89430047,-1.2115014,-1.2387998,-1.2365,0
"YKR097W",-0.29789925,-1.2511987,-2.2066018,-3.0169031,-3.2340037,-3.2685943,-3.1078033,-3.2595024,0
"YKR098C",-0.2018997,-0.32869938,-0.41049919,-0.99120048,-0.94339983,-0.670199,-0.77760098,-0.50869895,0
"YKR099W",0.7917974,0.75100089,0.77660095,0.31270002,0.088005871,-0.24079984,-0.17099967,-0.32130066,0
"YKR100C",-0.095000381,-0.22799952,-0.32790057,-0.30019965,-0.44780002,-0.3914992,-0.4050999,-0.48069966,0
"YKR101W",0.082498227,-0.0251007,-0.46379985,-0.54630017,-0.29339961,-0.5955001,-0.56469998,-0.70620107,0
"YKR102W",-0.054299416,-0.19340042,-0.42719956,-0.43520043,-0.34680054,-0.4902008,-0.43459975,-0.48200075,0
"YKR103W",-0.28320045,-0.32320003,-0.56080029,-0.49509898,-0.034699619,-0.11899953,-0.21799914,-0.16750043,0
"YKR104W",-0.15170016,-0.2260003,-0.49979962,-0.33459995,0.15569743,-0.01090024,0.000100985,-0.002300046,0
"YKR106W",0.094600921,0.24499663,0.17679508,-0.018899936,-0.17439996,-0.3324003,-0.36970078,-0.32649966,0
"YLL001W",-1.4413013,-1.3396007,-1.3521016,-1.950899,-2.015001,-1.8555985,-1.8099996,-1.7200985,0
"YLL002W",0.33769968,0.42439542,0.28610046,0.51800127,1.4338995,1.539,1.5928995,1.4560018,0
"YLL003W",0.38039699,0.33090254,0.29800133,0.15429804,-0.041599757,-0.22950075,-0.17759942,-0.22780015,0
"YLL004W",0.44469887,0.46910452,0.54619563,0.32869862,-0.019499365,-0.12020015,-0.043699449,-0.30369987,0
"YLL005C",0.009203827,-0.019100205,-0.042999212,-0.004700737,-0.12180044,-0.15039939,-0.14189961,-0.13149971,0
"YLL006W",-0.46629912,-0.1822998,0.067294521,0.15810432,-0.43640058,-0.1404995,-0.25120046,-0.079900343,0
"YLL007C",-0.65590099,-0.72920078,-0.5729002,-0.47140068,-0.24039928,0.095195295,0.1283066,0.17060451,0
"YLL008W",1.1649986,1.1787975,1.2892974,1.4480975,1.0494008,0.77409756,0.84999926,0.7314005,0
"YLL009C",-0.83520085,-1.2772997,-1.7392998,-1.9631999,-1.4077004,-1.2573004,-1.3990985,-1.1773987,0
"YLL010C",-0.17810043,-0.23839984,-0.21010051,-0.31400067,-0.54320016,-0.72449942,-0.71770017,-0.77819962,0
"YLL011W",1.1560989,1.2312972,1.1886984,1.1246987,0.7277985,0.40529534,0.57129819,0.50800263,0
"YLL012W",0.57569958,0.57210385,0.67709776,0.27289511,0.27330104,0.40120448,0.71079872,0.14840052,0
"YLL013C",-0.11710032,-0.026300568,-0.036799644,0.006994515,-0.11280074,-0.17869959,-0.18599928,-0.22749945,0
"YLL014W",0.73770406,0.67170098,0.7504007,0.83480019,0.77580067,0.92149727,0.89540345,0.83630389,0
"YLL015W",-0.35390003,-0.44060021,-0.24000053,-0.045699447,0.069000925,0.28769687,0.30120132,0.16080405,0
"YLL016W",-1.2360004,-1.1816991,-1.2649007,-1.4646995,-1.3068017,-1.510901,-1.545702,-1.2706987,0
"YLL017W",-0.31140066,-0.22840003,-0.29899929,-0.21010051,-0.28360079,-0.2485997,-0.34480023,-0.35640052,0
"YLL018C",0.13099674,0.27179616,0.53219725,0.89180023,0.65170155,1.013598,0.90679826,0.79659775,0
"YLL018C-A",0.14980564,0.031804514,0.008802386,0.22870173,0.0296013,-0.27610074,-0.43650015,-0.50480015,0
"YLL019C",-0.29549982,-0.2968993,-0.53730058,-1.2430997,-1.950899,-2.5669038,-2.7704957,-2.6178972,0
"YLL020C",-0.11540052,-0.076800607,-0.21430048,-0.99499964,-1.7165001,-2.4158995,-2.5668012,-2.2874025,0
"YLL021W",0.46649661,0.5623963,0.71699967,0.83500239,1.0878023,0.6653018,0.86659943,0.70080368,0
"YLL022C",0.33919441,0.57539947,0.625897,0.64199911,1.4877024,1.0110018,1.2025995,1.0338,0
"YLL023C",-1.5173995,-1.4804017,-1.0593987,-1.0336995,-1.0565992,-0.87830023,-0.98350083,-0.94579888,0
"YLL025W",-0.17489987,-0.36889944,-0.35359953,-0.21079994,0.013497992,0.030505589,0.044506033,-0.059699419,0
"YLL026W",-1.331801,-2.0564012,-2.5796028,-3.4188003,-3.9439004,-3.0917989,-2.8177043,-2.9516968,0
"YLL027W",-0.51649943,-0.37480059,-0.44569996,-0.64080046,-1.0189014,-1.1218004,-0.9770002,-1.5034988,0
"YLL028W",-1.3864985,-1.8281015,-1.3478981,-0.98469941,-1.276999,-0.73729986,-0.97130073,-0.62330065,0
"YLL029W",-0.63540067,-0.74089989,-0.78750039,-0.844401,-1.3358012,-1.3824984,-1.4374982,-1.4537984,0
"YLL030C",0.0721058,0.12999512,0.044995554,0.16929649,0.094303642,0.26519683,0.18880601,0.23039979,0
"YLL031C",0.18519419,0.2311989,0.35249866,0.51680186,0.77779632,1.2086983,1.1002982,1.0376001,0
"YLL032C",-0.10159969,-0.11870031,-0.07609933,-0.2394997,-0.41130095,0.28760232,0.19889642,0.16429715,0
"YLL033W",0.36999684,0.38430405,0.24899623,0.25620152,-0.06789951,-0.24140004,-0.32070052,-0.37129918,0
"YLL034C",1.5598001,1.7772998,1.8689001,2.0911006,1.7072995,1.4912015,1.5379023,1.4873011,0
"YLL035W",0.78880262,0.75020344,0.79730356,0.89270188,0.6653018,0.6042042,0.65890153,0.51460203,0
"YLL036C",0.017394605,-0.073000154,-0.044400025,0.059701372,-0.2542997,-0.10209976,-0.079100019,-0.002999594,0
"YLL037W",0.44209952,0.5622986,0.51480399,0.27989914,0.12349404,0.23349544,0.23039979,0.16910403,0
"YLL038C",0.40359495,0.41580193,0.25369888,0.48390089,0.32270117,-0.088400447,-0.21079994,-0.093100171,0
"YLL039C",-0.40789942,0.20109432,0.062605293,-1.1360013,-1.1702998,-1.4992999,-1.2483992,-1.5436985,0
"YLL040C",-0.30549953,-0.80039989,-0.97520092,-1.1443005,-0.60350071,0.52900131,0.2298955,0.44379758,0
"YLL041C",-3.1117013,-3.4948001,-3.7810993,-3.7585005,-4.0340989,-4.018401,-4.1897988,-4.2151992,0
"YLL042C",-0.40390067,-0.56080029,-0.88950045,-0.98159941,-0.43480059,-0.51420018,-0.27949913,-0.44419955,0
"YLL043W",0.38280004,0.29609908,0.26830263,0.20900411,0.21340328,-0.013599259,-0.04340058,-0.037499839,0
"YLL044W",0.62499923,0.59620049,0.69930287,0.86500026,0.84689844,0.82000327,0.7831968,0.68170112,0
"YLL045C",1.6297017,1.9243014,1.9960995,1.6548021,2.3115002,1.961101,2.3646004,1.9333007,0
"YLL046C",-0.2186,-0.17119946,-0.29899929,-0.76479988,-1.0154996,-1.0107999,-1.0196997,-1.0120011,0
"YLL047W",0.38069621,0.42169458,0.48129894,0.30500159,-0.12559961,-0.11609927,-0.15779993,-0.052600154,0
"YLL048C",-0.25449933,0.039699918,0.13970523,-0.13140015,-0.08459995,-0.049300176,-0.17930064,-0.13780017,0
"YLL049W",0.47519905,0.5153996,0.65559913,0.36090361,0.079702372,0.26940425,0.29609908,0.42710195,0
"YLL050C",0.2169949,0.2774016,0.46509683,0.63879674,0.55959949,1.4568009,1.383801,1.4623979,0
"YLL051C",0.031197553,-0.32519951,-0.26350076,0.11040334,0.32799771,-0.016700264,0.000403898,-0.10920002,0
"YLL052C",0.40190347,-0.0747996,-1.0308993,-1.4122011,-1.6532008,-1.6669015,-1.5977013,-1.7042018,0
"YLL053C",0.53030052,-0.24189983,-1.2974985,-1.5811991,-1.8949013,-2.0576019,-1.9094988,-1.9527017,0
"YLL054C",0.72879996,0.31920171,-0.13760019,-0.40720094,-0.53669981,-0.34859969,-0.3755004,-0.24300066,0
"YLL055W",0.39409702,0.44860498,0.10770126,-1.3729984,-3.1742958,-3.3406994,-3.3215963,-3.3249002,0
"YLL056C",0.03999463,-0.29440068,-0.79650062,-1.6221011,-1.5356998,-1.5195984,-1.5260988,-1.5726985,0
"YLL057C",-0.26359948,-0.24000053,-0.42149984,-0.8208992,-0.86900062,-1.0037009,-1.0030994,-0.92710119,0
"YLL058W",-0.32459955,-0.46360089,-0.99560072,-1.1167014,-0.96580119,-0.12369956,-0.17200055,0.14080483,0
"YLL059C",-0.46379985,-0.46339997,-0.61760056,-0.55659916,-0.65140044,-0.59149899,-0.62009962,-0.63919975,0
"YLL060C",1.632701,1.1117992,0.64940392,0.21809917,-0.089000311,-0.31260063,-0.25239949,-0.36829967,0
"YLL061W",1.704301,1.8990983,0.84460258,-0.44800075,0.057304696,-0.57980113,0.019403027,-0.50990023,0
"YLL062C",1.2785022,1.2947001,0.76389593,-0.47309987,0.0565974,-0.33819933,0.20710571,-0.37579989,0
"YLL063C",-0.20670004,-0.23799994,-0.3101999,-0.28849981,-0.21870072,-0.23369998,-0.2163003,-0.24659913,0
"YNR077C",-0.22709919,-0.13690046,-0.089800006,-0.23650004,0.12439431,-0.39319963,-0.29779994,-0.36960012,0
"YLR001C",-0.29970056,-0.43709967,-0.39409989,-0.77100035,-1.1098008,-1.0556003,-1.0677997,-0.95920013,0
"YLR002C",1.4445982,1.4922019,1.4156992,1.7018019,1.0874968,0.90190373,0.91000346,0.74179917,0
"YLR003C",1.3789998,1.3103983,1.2519008,1.4158019,1.2532027,1.1155993,1.2718977,1.1662013,0
"YLR004C",-0.91020087,-0.39190045,0.12430166,-1.0723007,-2.2153989,-2.8780032,-2.6599961,-2.8038966,0
"YLR005W",-0.076300095,0.049100985,-0.028100035,-0.15059955,-0.24120052,-0.47479907,-0.41109951,-0.54320016,0
"YLR006C",-0.36259935,-0.21960086,-0.20159938,-0.14310034,-0.10399947,0.071996007,-0.028600286,0.09940294,0
"YLR007W",-0.03209953,-0.005699791,-0.000699877,-0.49410094,-0.63340081,-1.0893011,-0.86910075,-1.0055999,0
"YLR008C",0.82200403,0.67839647,0.49880231,0.66580205,0.46989639,0.18829963,0.2159022,0.24499663,0
"YLR009W",1.0476989,0.97060337,1.0048968,1.1030007,0.80340065,0.32449957,0.52249773,0.32090053,0
"YLR010C",0.049505311,0.096099895,0.23529817,-0.30309989,-0.91939964,-1.0498004,-1.0653008,-0.95200103,0
"YLR011W",-0.36810042,-0.41860054,-0.31339997,-0.16480028,0.48719819,0.99000364,0.97749975,1.0181,0
"YLR012C",0.088901424,0.066605884,0.041102772,-0.086899579,-0.16139993,-0.19390036,-0.24030043,-0.11150026,0
"YLR013W",-0.081700788,-0.024000109,-0.001800163,0.069894605,0.09859473,0.15529589,0.10389372,0.14950651,0
"YLR014C",1.145697,0.86380369,0.74240295,0.80760222,0.26480063,-0.25289966,-0.21079994,-0.32579971,0
"YLR015W",-0.24099931,-0.19299961,-0.25770054,-0.24870082,-0.51069959,-0.47340029,-0.57990032,-0.51519985,0
"YLR016C",-0.012900376,-0.10629919,-0.14759998,-0.13890058,-0.23269946,-0.61119989,-0.56210115,-0.54410022,0
"YLR017W",1.0285974,1.0803984,1.0993019,1.2755971,0.91229729,0.65290404,0.68519563,0.62910012,0
"YLR018C",0.93760051,0.82480043,0.95260195,1.0574017,0.73830091,0.64539732,0.73469878,0.5750993,0
"YLR019W",0.27389777,0.25160398,0.005902957,-0.26639923,-0.62479927,-0.16859941,-0.44240072,-0.29779994,0
"YLR020C",0.31989535,0.2192026,0.27939998,0.62299593,0.96329655,0.70340197,0.87519815,0.77029626,0
"YLR021W",-0.29390005,-0.3109997,-0.31969905,-0.097000305,0.35340234,0.34630452,0.42800299,0.39329538,0
"YLR022C",0.96289693,1.0363978,1.283501,1.3719993,1.2687997,1.101603,1.0981028,1.1397969,0
"YLR023C",-0.78939917,-1.1392994,-1.4168006,-1.5793009,-1.7651014,-3.1861962,-2.9324053,-3.0178961,0
"YLR024C",0.28679837,0.73069647,0.93490142,0.49560307,0.67370114,0.73250366,0.56300189,0.55779727,0
"YLR025W",-0.098999915,-0.15770015,-0.045799222,-0.079299677,-0.35249944,-0.14929977,-0.17810043,-0.17399951,0
"YLR026C",0.39530414,0.41719632,0.35010116,0.4557967,0.37969858,0.44699724,0.34349879,0.36999684,0
"YLR027C",-0.1530005,0.27690158,0.47139559,0.46189521,0.22840621,0.41920447,0.51350085,0.30919948,0
"YLR028C",-0.11769972,-0.054900251,-0.16039992,-0.38230093,-0.43290047,-0.21190067,-0.36810042,-0.039900547,0
"YMR121C",1.6341007,2.079699,1.8153992,1.771201,2.1422991,1.9894006,2.0051988,1.877599,0
"YLR030W",-0.80039989,-1.036301,-1.1807013,-1.3511996,-1.3324984,-1.3649013,-1.4098991,-1.2988005,0
"YLR031W",-0.781199,-1.0190008,-1.1984009,-1.3892999,-1.3920008,-1.4821015,-1.4443998,-1.3410985,0
"YLR032W",0.70459756,0.64840102,0.50670349,0.57370414,0.53249651,0.24780602,0.21459733,0.16779465,0
"YLR033W",-0.021100038,-0.097799816,0.010593673,0.052805383,-0.015400442,-0.001800163,0.059701372,0.056694501,0
"YLR034C",-0.75829891,-1.3300009,-1.0128014,-0.80750028,-0.73489921,-1.0787008,-1.0131013,-0.97890125,0
"YLR035C",-0.48209948,-0.66209941,-0.66859975,-0.70609986,-0.60029951,-0.54480089,-0.57770025,-0.53950066,0
"YLR036C",-0.19530043,-0.1345008,0.031197553,0.37790112,0.32869862,0.54280283,0.56180024,0.62540142,0
"YLR037C",-0.77790027,-0.96309864,-0.91240138,-0.80069892,-0.40049938,-0.56969974,-0.52159969,-0.49460089,0
"YLR038C",-1.5817993,-2.0959005,-2.3906989,-2.6373966,-2.8984037,-2.7363021,-2.685496,-2.7723969,0
"YLR039C",-0.37429934,-0.36679945,-0.28270019,-0.1808992,0.39569898,0.92069727,0.92690272,0.93290023,0
"YLR040C",0.07819992,0.47050042,0.59400385,0.89789869,0.43910181,0.35980226,0.19559958,0.28030309,0
"YLR041W",-0.26930006,-0.30329926,-0.3268,-0.39699971,-0.3575997,-0.26669946,-0.24289993,-0.051699683,0
"YLR042C",0.8870963,1.9713982,2.9707009,2.8182002,2.4317005,2.5896988,2.061199,2.4812008,0
"YLR043C",0.92810118,0.78430295,0.77779632,0.7542034,0.99539768,1.9186,1.9353013,1.9187984,0
"YLR044C",2.1052993,3.1580995,3.456701,3.7287042,3.3621051,3.6990963,3.8038986,3.6891985,0
"YLR045C",-0.19539954,0.28540222,0.44530294,0.26759572,0.97549813,1.2686979,1.2903005,1.2352982,0
"YLR046C",0.31879694,-0.075699406,-0.18290071,-0.17289966,-0.10610042,-0.23100016,-0.13319961,-0.20550012,0
"YLR047C",0.45230022,0.34580511,0.15569743,0.16280298,0.21290546,0.18209476,-0.03670049,0.074094354,0
"YLR048W",1.0108013,0.96140107,0.92020182,0.74420416,0.74639877,0.87029764,0.73959755,0.84140156,0
"YLR049C",0.10240282,0.0825936,-0.08710032,0.77520229,1.6895005,2.1826987,1.9402983,2.1087988,0
"YLR050C",0.47679642,0.57340361,0.66160368,0.93729919,1.2808019,1.3603025,1.4859008,1.2144979,0
"YLR051C",0.56030409,0.61209767,0.74579666,0.91889758,0.59439567,0.27499512,0.43479634,0.40359495,0
"YLR052W",0.30020574,0.21519399,0.30320209,0.52459531,0.36659919,0.16240341,0.25680537,0.23080555,0
"YLR053C",-1.0883007,-1.1184012,-1.8353991,-2.9093958,-3.1866953,-3.4488,-3.2041001,-3.4178996,0
"YLR054C",-0.51030088,-0.49210086,-0.56579934,-0.59089913,-0.26550064,-0.3539996,-0.14740023,-0.3051002,0
"YLR055C",0.052596741,0.06630278,0.041200921,0.067005334,-0.031499267,-0.029299456,-0.057999796,-0.028100035,0
"YLR056W",0.13199767,-0.12169998,0.39850361,1.0291984,1.7454008,1.5443024,1.9690013,1.2373985,0
"YLR057W",0.25470288,0.23390033,0.28710581,0.63000467,0.50619569,0.39370175,0.47400505,0.45749974,0
"YLR058C",-0.15109929,-0.088900572,-0.38090068,-1.4457,-1.5426011,0.008501231,0.24459484,0.094006302,0
"YLR059C",0.73650097,0.84350153,0.90489638,1.0529027,0.99880207,0.61940362,0.46649661,0.47679642,0
"YLR060W",1.4330022,1.3293992,1.3658997,1.9058014,1.6041995,1.8129007,1.6877012,1.6337009,0
"YLR061W",0.45710044,0.32460326,0.67589721,0.70570371,1.1523976,1.4239008,1.6269017,1.6094997,0
"YLR062C",0.51580327,0.68429811,0.56599679,0.37349788,0.3387952,0.2930055,0.37170382,0.28639623,0
"YLR063W",1.3091995,1.2072994,1.1479969,1.0240998,0.75160083,0.54090016,0.60469762,0.56830456,0
"YLR064W",0.002493706,-0.005699791,-0.045900493,0.2170942,0.15289729,0.40080021,0.28630159,0.36649847,0
"YLR065C",0.50699793,0.78610283,0.78489758,1.0229004,1.1134005,1.0981028,1.0395034,1.1384016,0
"YLR066W",-0.1464993,0.05540392,0.20149586,0.52720048,0.8846995,0.97549813,0.82040365,1.119801,0
"YLR067C",-0.055699254,-0.19030075,-0.29980001,-0.23860068,-0.35630078,-0.36689992,-0.44780002,-0.31709955,0
"YLR068W",0.5489988,0.63170033,0.71799988,0.74790294,0.34149623,0.16590551,0.33209493,0.34149623,0
"YLR069C",-0.013200272,0.098904597,-0.13319961,-0.30620039,-0.66120023,-0.52860025,-0.64580063,-0.53119984,0
"YLR070C",-0.051200328,0.24790322,0.48409687,0.091503513,-0.099299709,0.16120405,0.048305947,0.14429441,0
"YLR071C",0.59869868,0.53410146,0.35509522,0.44679615,0.24579987,0.021906077,-0.010400276,0.002997689,0
"YLR072W",-0.2291997,-0.26170082,-0.15379957,-0.31070084,-0.19739978,-0.006599532,-0.09940017,-0.025200529,0
"YLR073C",1.2254971,1.1649021,1.136001,1.3538991,1.3913993,0.88000368,0.99260168,0.78890283,0
"YLR074C",0.31909764,0.42059558,0.46679937,0.40330045,-0.19429977,-0.67430044,-0.65770014,-0.66890019,0
"YLR075W",1.4668985,1.726901,0.92520192,1.4282014,1.4480023,1.5533998,1.5647976,1.6549991,0
"YLR076C",0.87929799,0.86239981,0.88889713,1.0346031,1.1129003,1.1811026,1.1122998,0.96600217,0
"YLR077W",-0.67619877,-0.6576,-0.45710012,-0.23919996,0.31789446,0.24499663,0.19160055,0.26290215,0
"YLR078C",0.72499944,0.55090066,0.61640475,0.95930278,1.0251989,0.86350241,0.9271,0.69190038,0
"YLR079W",-1.0425994,-1.1220014,-1.0723007,-0.70399963,-0.90320112,-0.46730004,-0.7446999,-0.37340013,0
"YLR080W",-1.6961012,-1.747502,-1.7048977,-1.9171013,-1.9655983,-1.7346015,-1.8056002,-1.5214982,0
"YLR081W",-0.24490049,-0.14179933,-0.080899465,-0.075799756,-0.48259932,-0.51559991,-0.56500089,-0.51769896,0
"YLR082C",-0.45150024,-0.60229997,-0.50139986,-0.53220093,-0.53400047,-0.70039896,-0.56999955,-0.60960085,0
"YLR083C",1.1546999,1.3319975,1.2827007,1.4656976,1.3378994,1.4310987,1.4288981,1.3196006,0
"YLR084C",1.6482998,1.5722979,1.8156984,1.7160998,1.3868992,1.998701,1.9376984,1.9010001,0
"YLR085C",-0.15830056,-0.25650054,-0.24720004,-0.16190019,-0.083199311,-0.011300046,0.000894194,-0.055499837,0
"YLR086W",0.29569952,0.50709944,0.52820122,0.46259683,0.65319763,0.60100233,0.66650211,0.53179814,0
"YLR087C",0.18200574,0.38810135,0.2930997,0.19160055,0.29620482,0.21159788,0.11930305,0.097893915,0
"YLR088W",0.19600265,0.30959531,0.41690458,0.69109638,1.2549024,1.1378969,1.1479969,1.2306027,0
"YLR089C",1.2832995,1.8393993,1.5452024,0.48639517,-0.40219902,-1.7083022,-1.6110985,-1.7906989,0
"YLR090W",-0.033699484,-0.3251001,-0.66879927,-0.82960059,-0.76309966,-1.3669985,-1.4205997,-1.3602011,0
"YLR091W",0.056805464,0.11569915,0.065200044,-0.009300674,0.069399712,0.43650301,0.26209635,0.35109683,0
"YLR092W",1.0376985,2.3384986,2.0544005,0.28270074,-0.10599949,-0.27249946,-0.10120037,-0.24919972,0
"YLR093C",-0.50809971,-0.49489972,-0.43480059,-0.62340066,-0.97160059,-0.64520033,-0.65699932,-0.58160061,0
"YLR094C",-1.1635006,-1.0478006,-1.3825999,-1.3407988,-1.3537009,-2.0512018,-2.1862028,-2.0710029,0
"YLR095C",0.27549581,0.35679738,0.39850361,0.65160053,1.2233978,1.1805998,1.1204979,1.0657033,0
"YLR096W",0.99389894,0.96470174,0.87210378,1.0308022,0.5082968,0.31570533,0.35689877,0.39299876,0
"YLR097C",-0.70329945,-1.2544993,-1.3335997,-1.3295004,-1.3822013,-1.2033989,-1.1396013,-1.1781984,0
"YLR098C",-0.30379959,-0.12089967,-0.23900074,-0.21699938,-0.028500222,-0.13969982,-0.28049935,-0.19950054,0
"YLR099C",0.5891019,0.68769677,0.60020314,0.45950506,0.62269613,0.56500243,0.69789834,0.62009839,0
"YLR099W-A",0.41119843,0.52960109,0.70939652,0.68649605,1.1924972,1.1087988,1.3247991,1.2588988,0
"YLR100W",-0.15370006,0.12379861,0.35260035,0.6202955,1.1739014,1.565602,1.5424017,1.5868992,0
"YLR101C",0.053500638,0.043694461,0.079893481,0.075601085,0.07010076,0.071803849,0.052095878,0.009906081,0
"YLR102C",-0.48799971,-0.51270095,-0.50660065,-0.53920083,-0.76129873,-0.54919996,-0.55230021,-0.57279934,0
"YLR103C",0.51790052,0.50140348,0.40409656,0.96430251,2.0719994,1.2672002,1.5654997,1.2068995,0
"YLR104W",0.39550158,0.40839666,0.55490314,0.66520173,0.80809669,0.8457028,0.91850073,0.91979771,0
"YLR105C",0.20930363,0.27779436,0.26579692,0.3608025,0.46030222,0.25760206,0.2492997,0.26630081,0
"YLR106C",1.9654999,2.5647001,3.0916,3.2464005,3.0257996,2.426399,2.5923996,2.3437006,0
"YLR107W",0.1410011,-0.018100597,0.093803534,-0.003499892,-0.64199991,-0.86490122,-0.77630068,-0.80079944,0
"YLR108C",2.1338002,1.764499,1.484102,0.92120018,-0.10560051,-0.046800331,0.4625026,-0.24379992,0
